"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"6130",6243,"Tak and the Guardians of Gross","PS2","2008","Action","THQ",0.14,0.11,0,0.04,0.28
"6131",6244,"True Crime: New York City","XB","2005","Action","Activision",0.21,0.06,0,0.01,0.28
"6132",6245,"Summer Heat Beach Volleyball","PS2","2003","Sports","Acclaim Entertainment",0.14,0.11,0,0.04,0.28
"6133",6246,"NCAA Basketball 09","PS2","2008","Sports","Electronic Arts",0.14,0.11,0,0.04,0.28
"6134",6247,"One Piece Unlimited Cruise 1: The Treasure Beneath the Waves","Wii","2008","Adventure","Namco Bandai Games",0,0.07,0.19,0.01,0.28
"6135",6248,"Marvel Super Hero Squad: The Infinity Gauntlet","Wii","2010","Action","THQ",0.22,0.04,0,0.02,0.28
"6136",6249,"Dead Rising 2: Off the Record","X360","2011","Action","Capcom",0.17,0.09,0,0.02,0.28
"6137",6250,"Power Pro Kun Pocket 3","GBA","2001","Sports","Konami Digital Entertainment",0,0,0.27,0.01,0.28
"6138",6251,"Myst III: Exile","PS2","2002","Adventure","Ubisoft",0.14,0.11,0,0.04,0.28
"6139",6252,"Castlevania: Aria of Sorrow","GBA","2003","Platform","Konami Digital Entertainment",0.2,0.07,0,0,0.28
"6140",6253,"NBA 2K12","PSP","2011","Sports","Take-Two Interactive",0.22,0.03,0,0.03,0.28
"6141",6254,"R.U.S.E.","PC","2010","Strategy","Ubisoft",0.04,0.19,0,0.05,0.28
"6142",6255,"Mobile Suit Gundam Side Story I: Senritsu no Blue","SAT","1996","Shooter","Namco Bandai Games",0,0,0.28,0,0.28
"6143",6256,"Armored Core: Project Phantasma","PS","1997","Simulation","From Software",0.06,0.04,0.15,0.02,0.28
"6144",6257,"Donkey Kong GB: Dinky Kong & Dixie Kong","GB","2000","Platform","Nintendo",0,0,0.28,0,0.28
"6145",6258,"Kobitodzukan: Kobito Kansatsu Set","3DS","2012","Misc","Nippon Columbia",0,0,0.28,0,0.28
"6146",6259,"ExciteBots: Trick Racing","Wii","2009","Racing","Nintendo",0.26,0,0,0.02,0.28
"6147",6260,"Pro Evolution Soccer 2013","PSP","2012","Sports","Konami Digital Entertainment",0,0.07,0.18,0.03,0.28
"6148",6261,"Deadpool","PS4","2015","Action","Activision",0.13,0.1,0,0.05,0.28
"6149",6262,"Nichibutsu Arcade Classics","SNES","1995","Misc","Nichibutsu",0,0,0.28,0,0.28
"6150",6263,"Kenka Bancho: Badass Rumble","PSP","2008","Action","Spike",0.06,0,0.2,0.01,0.27
"6151",6264,"Cabela's Trophy Bucks","PS2","2007","Sports","Activision Value",0.13,0.11,0,0.04,0.27
"6152",6265,"Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2","DS","2007","Misc","Nintendo",0,0,0.27,0,0.27
"6153",6266,"Q-Ball: Billiards Master","PS2","2000","Sports","Take-Two Interactive",0.13,0.1,0,0.04,0.27
"6154",6267,"Mr. Do!","2600","1982","Action","Coleco",0.26,0.02,0,0,0.27
"6155",6268,"How to Train Your Dragon 2","Wii","2014","Adventure","Little Orbit",0.05,0.2,0,0.02,0.27
"6156",6269,"Boogie","DS","2007","Misc","Electronic Arts",0.25,0,0,0.02,0.27
"6157",6270,"Tao Feng: Fist of the Lotus","XB","2003","Fighting","Microsoft Game Studios",0.21,0.06,0,0.01,0.27
"6158",6271,"Rapala Pro Bass Fishing 2010","PS3","2010","Sports","Activision",0.18,0.06,0,0.03,0.27
"6159",6272,"Shin Nippon Pro Wrestling: Toukon Retsuden 2","PS","1996","Fighting","Tomy Corporation",0,0,0.26,0.02,0.27
"6160",6273,"Dragon Ball Z: Budokai 2","GC","2004","Fighting","Atari",0.21,0.06,0,0.01,0.27
"6161",6275,"Motocross Maniacs Advance","GBA","2002","Racing","Konami Digital Entertainment",0.2,0.07,0,0,0.27
"6162",6276,"Resident Evil 2: Dual Shock Edition","PS","1998","Action","Capcom",0,0,0.26,0.02,0.27
"6163",6277,"Dynasty Warriors","PS","1997","Action","Tecmo Koei",0.09,0.06,0.11,0.02,0.27
"6164",6279,"Zumba Fitness: World Party","Wii","2013","Misc","Majesco Entertainment",0.14,0.11,0,0.03,0.27
"6165",6280,"Need for Speed: Most Wanted","DS","2005","Racing","Electronic Arts",0.24,0.01,0,0.02,0.27
"6166",6281,"Final Fantasy X International","PS2","2004","Role-Playing","Square Enix",0,0,0.27,0,0.27
"6167",6282,"Tiny Toon Adventures: Plucky's Big Adventure","PS","2001","Action","Conspiracy Entertainment",0.15,0.1,0,0.02,0.27
"6168",6283,"NHL Hitz 20-02","XB","2001","Sports","Midway Games",0.2,0.06,0,0.01,0.27
"6169",6284,"Iron Man 2","X360","2010","Action","Sega",0.15,0.1,0,0.03,0.27
"6170",6286,"Littlest Pet Shop: Beach Friends","DS","2009","Simulation","Electronic Arts",0.25,0,0,0.02,0.27
"6171",6287,"Trivial Pursuit","PS2","2009","Misc","Electronic Arts",0.09,0.01,0,0.17,0.27
"6172",6288,"Suikoden Tierkreis","DS","2008","Role-Playing","Konami Digital Entertainment",0.09,0.01,0.15,0.01,0.27
"6173",6289,"Evil Dead: Hail to the King","PS","2000","Adventure","THQ",0.15,0.1,0,0.02,0.27
"6174",6290,"Dragon Ball GT: Final Bout","PS","1997","Fighting","Namco Bandai Games",0.02,0.02,0.22,0.02,0.27
"6175",6291,"Burstrick: Wake Boarding!!","PS","2000","Sports","Natsume",0.15,0.1,0,0.02,0.27
"6176",6292,"Dave Mirra Freestyle BMX: Maximum Remix","PS","2001","Sports","Acclaim Entertainment",0.15,0.1,0,0.02,0.27
"6177",6293,"Divinity: Original Sin","PS4","2015","Role-Playing","Focus Home Interactive",0.09,0.12,0.02,0.04,0.27
"6178",6294,"R.U.S.E.","X360","2010","Strategy","Ubisoft",0.12,0.12,0,0.03,0.27
"6179",6295,"Hatsune Miku: Project Diva f","PS3","2013","Misc","Sega",0.08,0,0.19,0.01,0.27
"6180",6296,"Resident Evil: Deadly Silence","DS","2006","Action","Capcom",0.12,0.03,0.11,0.01,0.27
"6181",6297,"Pac-Pix","DS","2005","Puzzle","Namco Bandai Games",0.16,0,0.1,0.01,0.27
"6182",6298,"Beamrider","2600","1984","Racing","Activision",0.26,0.01,0,0,0.27
"6183",6299,"EyePet","PSP","2010","Simulation","Sony Computer Entertainment",0.02,0.17,0,0.09,0.27
"6184",6300,"The Evil Within","PC","2014","Action","Bethesda Softworks",0.09,0.16,0,0.02,0.27
"6185",6301,"Athens 2004","PS2","2004","Sports","Sony Computer Entertainment",0.13,0.1,0,0.03,0.27
"6186",6302,"Gunship","PS","1996","Simulation","Microprose",0.15,0.1,0,0.02,0.27
"6187",6303,"Jikkyou Powerful Pro Yakyuu Portable 4","PSP","2009","Sports","Konami Digital Entertainment",0,0,0.27,0,0.27
"6188",6304,"SD Gundam G Generation Portable","PSP","2006","Strategy","Namco Bandai Games",0,0,0.27,0,0.27
"6189",6305,"Sydney 2000","PS","2000","Sports","Eidos Interactive",0.15,0.1,0,0.02,0.27
"6190",6306,"Pro Race Driver","PS2","2002","Racing","Codemasters",0.13,0.1,0,0.03,0.27
"6191",6307,"Baten Kaitos: Eternal Wings and the Lost Ocean","GC","2003","Role-Playing","Nintendo",0.21,0.05,0,0.01,0.27
"6192",6308,"Bishoujo Senshi Sailormoon R","SNES","1993","Fighting","Namco Bandai Games",0,0,0.27,0,0.27
"6193",6309,"The Club","X360","2008","Shooter","Sega",0.15,0.1,0,0.02,0.27
"6194",6310,"Slam Dunk: Yonkyo Taiketsu!!","SNES","1994","Sports","Namco Bandai Games",0,0,0.27,0,0.27
"6195",6311,"Rhythm Thief & the Emperor's Treasure","3DS","2012","Misc","Sega",0.07,0.07,0.12,0.01,0.27
"6196",6312,"Rocky: Legends","PS2","2004","Action","Ubisoft",0.13,0.1,0,0.03,0.27
"6197",6313,"NickToons: Racing","GBA","2002","Racing","Infogrames",0.19,0.07,0,0,0.27
"6198",6314,"MotionSports: Adrenaline","X360","2011","Sports","Ubisoft",0.14,0.1,0,0.03,0.27
"6199",6315,"Tiger Woods PGA Tour 07","PSP","2006","Sports","Electronic Arts",0.2,0.04,0,0.04,0.27
"6200",6317,"NHL 07","X360","2006","Sports","Electronic Arts",0.25,0.01,0,0.02,0.27
"6201",6319,"Bridge","2600","1980","Misc","Activision",0.25,0.02,0,0,0.27
"6202",6320,"G-Force","PS2","2009","Action","Disney Interactive Studios",0.12,0.01,0,0.14,0.27
"6203",6322,"The Adventures of Tintin: The Game","PS3","2011","Action","Ubisoft",0.06,0.16,0,0.05,0.27
"6204",6323,"RalliSport Challenge 2","XB","2004","Racing","Microsoft Game Studios",0.18,0.08,0,0.01,0.27
"6205",6324,"Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu","GB","1996","Role-Playing","ChunSoft",0,0,0.27,0,0.27
"6206",6325,"Wave Rally","PS2","2001","Racing","Eidos Interactive",0.13,0.1,0,0.03,0.27
"6207",6326,"Over the Hedge","GBA","2006","Platform","Activision",0.19,0.07,0,0,0.27
"6208",6327,"Disgaea 5: Alliance of Vengeance","PS4","2015","Role-Playing","Nippon Ichi Software",0.1,0.08,0.06,0.04,0.27
"6209",6328,"Disney's Chicken Little","GC","2005","Platform","Disney Interactive Studios",0.21,0.05,0,0.01,0.27
"6210",6329,"Battle of Giants: Mutant Insects","DS","2010","Strategy","Ubisoft",0.09,0.15,0,0.03,0.27
"6211",6330,"Ty the Tasmanian Tiger","GC","2002","Platform","Electronic Arts",0.21,0.05,0,0.01,0.27
"6212",6331,"Sengoku Basara 4","PS3","2014","Action","Capcom",0,0,0.27,0,0.27
"6213",6332,"Yu-Gi-Oh! The Sacred Cards (JP weekly sales)","GBA","2002","Role-Playing","Konami Digital Entertainment",0,0,0.26,0.01,0.27
"6214",6333,"WWE Road to WrestleMania X8","GBA","2002","Fighting","THQ",0.19,0.07,0,0,0.27
"6215",6334,"Medarot 3: Kabuto / Kuwagata Version","GB","2000","Role-Playing","Imagineer",0,0,0.27,0,0.27
"6216",6335,"Fullmetal Alchemist 2: Curse of the Crimson Elixir","PS2","2004","Role-Playing","Square Enix",0.13,0.1,0,0.03,0.27
"6217",6336,"Sherlock Holmes: Crimes & Punishments","PS4","2014","Adventure","Focus Home Interactive",0.08,0.14,0,0.05,0.27
"6218",6337,"NASCAR 06: Total Team Control","XB","2005","Racing","Electronic Arts",0.2,0.06,0,0.01,0.27
"6219",6338,"Bratz: The Movie","Wii","2007","Simulation","THQ",0.24,0.01,0,0.02,0.27
"6220",6339,"BloodRayne 2","PS2","2004","Shooter","THQ",0.13,0.1,0,0.03,0.27
"6221",6340,"Spider-Man: Web of Shadows","PS3","2008","Action","Activision",0.2,0.04,0,0.03,0.27
"6222",6341,"NHL 2002","XB","2001","Sports","Electronic Arts",0.2,0.06,0,0.01,0.27
"6223",6342,"Reader Rabbit Kindergarten","DS","2008","Misc","Nordic Games",0.25,0,0,0.02,0.27
"6224",6343,"Tropico 4","PC","2011","Strategy","Kalypso Media",0.1,0.13,0,0.04,0.27
"6225",6344,"NBA In The Zone '98","N64","1997","Sports","Konami Digital Entertainment",0.25,0.02,0,0,0.27
"6226",6345,"Jikkyou Powerful Pro Yakyuu 5","N64","1998","Sports","Konami Digital Entertainment",0,0,0.27,0,0.27
"6227",6346,"NBA Jam 99","N64","1998","Sports","Acclaim Entertainment",0.25,0.02,0,0,0.27
"6228",6347,"Shadow Man","N64","1999","Action","Acclaim Entertainment",0.18,0.08,0,0.01,0.27
"6229",6348,"Command & Conquer","N64","1999","Strategy","Nintendo",0.22,0.05,0,0,0.27
"6230",6349,"Call of Juarez: The Cartel","X360","2011","Shooter","Ubisoft",0.14,0.11,0,0.03,0.27
"6231",6350,"Shadow of Rome","PS2","2005","Action","Capcom",0.13,0.1,0,0.03,0.27
"6232",6351,"Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training","3DS","2012","Action","Nintendo",0,0,0.27,0,0.27
"6233",6352,"Tales of Eternia","PSP","2005","Role-Playing","Ubisoft",0,0.01,0.25,0.01,0.27
"6234",6353,"Harry Potter and the Order of the Phoenix","PS2","2007","Action","Electronic Arts",0.13,0.1,0,0.03,0.27
"6235",6354,"Ben 10 Triple Pack","DS","2011","Misc","D3Publisher",0.13,0.12,0,0.03,0.27
"6236",6355,"Need for Speed Rivals","PC","2013","Racing","Electronic Arts",0.04,0.19,0,0.04,0.27
"6237",6356,"Stuntman: Ignition","PS2","2007","Racing","THQ",0.13,0.1,0,0.03,0.27
"6238",6357,"Fantastic 4","XB","2005","Action","Activision",0.2,0.06,0,0.01,0.27
"6239",6358,"Mat Hoffman's Pro BMX","GBA","2001","Sports","Activision",0.19,0.07,0,0,0.27
"6240",6359,"MotoGP","PS2","2000","Racing","Namco Bandai Games",0.06,0.05,0.14,0.02,0.27
"6241",6360,"The Penguins of Madagascar","DS","2010","Action","THQ",0.13,0.12,0,0.02,0.27
"6242",6361,"Summer Athletics: The Ultimate Challenge (US sales)","Wii","2008","Sports","DTP Entertainment",0.23,0.04,0,0,0.27
"6243",6362,"Rock Revolution","X360","2008","Misc","Konami Digital Entertainment",0.25,0,0,0.02,0.27
"6244",6363,"Etrian Odyssey II: Heroes of Lagaard","DS","2008","Role-Playing","Atlus",0.1,0,0.16,0.01,0.27
"6245",6364,"LEGO The Hobbit","XOne","2014","Action","Warner Bros. Interactive Entertainment",0.13,0.12,0,0.02,0.27
"6246",6365,"Jikkyou Powerful Pro Yakyuu 2","SNES","1995","Sports","Konami Digital Entertainment",0,0,0.27,0,0.27
"6247",6366,"The Incredible Hulk","PS3","2008","Action","Sega",0.22,0.03,0,0.03,0.27
"6248",6367,"Resident Evil: Revelations","X360","2013","Action","Capcom",0.12,0.11,0.02,0.02,0.27
"6249",6368,"Major League Baseball 2K10","Wii","2010","Sports","Take-Two Interactive",0.25,0,0,0.02,0.27
"6250",6369,"NASCAR 2011: The Game","PS3","2011","Racing","Activision",0.25,0,0,0.02,0.27
"6251",6370,"Thoroughbred Breeder II","SNES","1994","Simulation","Hect",0,0,0.27,0,0.27
"6252",6371,"Shin Megami Tensei: Devil Survivor","DS","2009","Role-Playing","Atlus",0.14,0,0.12,0.01,0.27
"6253",6372,"Magical Vacation","GBA","2001","Role-Playing","Nintendo",0,0,0.26,0.01,0.27
"6254",6373,"XGIII: Extreme G Racing","PS2","2001","Racing","Acclaim Entertainment",0.13,0.1,0,0.03,0.27
"6255",6374,"NBA Live 2004","GC","2003","Sports","Electronic Arts",0.21,0.05,0,0.01,0.27
"6256",6375,"Dragon Ball: XenoVerse","X360","2015","Fighting","Namco Bandai Games",0.16,0.08,0,0.02,0.27
"6257",6376,"NASCAR Thunder 2003","XB","2002","Racing","Electronic Arts",0.2,0.06,0,0.01,0.27
"6258",6377,"Section 8","X360","2009","Shooter","SouthPeak Games",0.15,0.09,0,0.03,0.27
"6259",6378,"Superbike 2000","PS","1999","Racing","Electronic Arts",0.15,0.1,0,0.02,0.27
"6260",6379,"America's Test Kitchen: Let's Get Cooking","DS","2010","Simulation","Nintendo",0.25,0,0,0.02,0.27
"6261",6380,"Final Fantasy XI: Ultimate Collection","X360","2009","Role-Playing","Square Enix",0.25,0,0,0.02,0.27
"6262",6381,"Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu","DS","2010","Strategy","Nintendo",0,0,0.27,0,0.27
"6263",6382,"F1 2016 (Codemasters)","PS4","2016","Racing","Codemasters",0.01,0.21,0.01,0.04,0.27
"6264",6383,"Connect Four / Perfection / Trouble","GBA","2005","Misc","Zoo Digital Publishing",0.19,0.07,0,0,0.27
"6265",6384,"Wipeout 2","X360","2011","Misc","Activision",0.25,0,0,0.02,0.27
"6266",6385,"Ratatouille","X360","2007","Action","THQ",0.23,0.02,0,0.02,0.27
"6267",6386,"The Incredible Hulk","X360","2008","Action","Sega",0.22,0.03,0,0.02,0.27
"6268",6387,"Dora the Explorer: Dora Saves the Crystal Kingdom","Wii","2009","Misc","Take-Two Interactive",0.24,0.01,0,0.02,0.27
"6269",6388,"Alundra 2: A New Legend Begins","PS","1999","Role-Playing","Activision",0.15,0.1,0,0.02,0.27
"6270",6389,"Reign of Fire","PS2","2002","Shooter","BAM! Entertainment",0.13,0.1,0,0.03,0.27
"6271",6390,"Scooby-Doo! and the Spooky Swamp","PS2","2010","Action","Warner Bros. Interactive Entertainment",0.08,0.11,0,0.08,0.27
"6272",6391,"Jikkyou Powerful Pro Yakyuu '98 Ketteiban","PS","1998","Sports","Konami Digital Entertainment",0,0,0.25,0.02,0.27
"6273",6392,"Ace Attorney 6","3DS","2016","Adventure","Capcom",0,0,0.27,0,0.27
"6274",6393,"The Sims 2: Pets","GC","2006","Simulation","Electronic Arts",0.21,0.05,0,0.01,0.27
"6275",6394,"Cake Mania 2: Jill's Next Adventure!","DS","2008","Puzzle","Majesco Entertainment",0.24,0,0,0.02,0.27
"6276",6395,"Batman: Arkham Origins Blackgate","3DS","2013","Action","Warner Bros. Interactive Entertainment",0.16,0.09,0,0.02,0.27
"6277",6396,"The BIGS","X360","2007","Sports","Take-Two Interactive",0.18,0.08,0,0,0.27
"6278",6397,"Initial D: Special Stage","PS2","2003","Racing","Sega",0,0,0.27,0,0.27
"6279",6398,"Madden NFL 08","DS","2007","Sports","Electronic Arts",0.24,0,0,0.02,0.27
"6280",6399,"Jurassic Park: Operation Genesis","PS2","2003","Simulation","Konami Digital Entertainment",0.13,0.1,0,0.03,0.27
"6281",6400,"Family Feud: 2010 Edition","DS","2009","Misc","Ubisoft",0.25,0,0,0.02,0.27
"6282",6401,"Final Doom","PS","1995","Shooter","GT Interactive",0.15,0.1,0,0.02,0.27
"6283",6402,"Deadly Premonition","X360","2010","Action","Rising Star Games",0.18,0.06,0,0.02,0.27
"6284",6404,"Are You Smarter than a 5th Grader? Game Time","Wii","2009","Puzzle","THQ",0.25,0,0,0.02,0.27
"6285",6405,"NBA ShootOut 2001","PS","2000","Sports","Sony Computer Entertainment",0.15,0.1,0,0.02,0.27
"6286",6406,"Knockout Kings 2002","XB","2002","Sports","Electronic Arts",0.2,0.06,0,0.01,0.27
"6287",6407,"Wipeout 2","DS","2011","Misc","Activision",0.25,0,0,0.02,0.27
"6288",6408,"Payday 2","PS4","2015","Shooter","505 Games",0.09,0.14,0,0.04,0.27
"6289",6410,"Megamind: The Blue Defender","DS","2010","Adventure","THQ",0.19,0.05,0,0.02,0.27
"6290",6411,"NFL Street 3","PSP","2006","Sports","Electronic Arts",0.24,0,0,0.02,0.27
"6291",6412,"Battle Arena Toshinden 3","PS","1996","Fighting","Sony Computer Entertainment",0.06,0.04,0.14,0.02,0.27
"6292",6413,"Teenage Mutant Ninja Turtles: Danger of the Ooze","PS3","2014","Adventure","Activision",0.11,0.11,0,0.05,0.27
"6293",6414,"Jade Cocoon: Story of the Tamamayu","PS","1998","Role-Playing","Crave Entertainment",0.15,0.1,0,0.02,0.27
"6294",6415,"Super Nazo Puyo: Ruruu no Ruu","SNES","1995","Puzzle","Banpresto",0,0,0.27,0,0.27
"6295",6416,"Cabela's Big Game Hunter 2010","X360","2009","Sports","Activision Value",0.25,0,0,0.02,0.27
"6296",6417,"InuYasha: Feudal Combat","PS2","2005","Fighting","Namco Bandai Games",0.13,0.1,0,0.03,0.27
"6297",6418,"Duel Masters","PS2","2004","Strategy","Atari",0.13,0.1,0,0.03,0.27
"6298",6419,"Ninja Gaiden Sigma","PSV","2012","Action","Tecmo Koei",0.13,0.06,0.04,0.04,0.27
"6299",6420,"Super Collapse! 3","DS","2007","Puzzle","Mumbo Jumbo",0.25,0,0,0.02,0.27
"6300",6421,"Superman Returns","X360","2006","Action","Electronic Arts",0.23,0.02,0,0.02,0.27
"6301",6422,"The Dog Island","PS2","2007","Adventure","Ubisoft",0.13,0.1,0,0.03,0.27
"6302",6423,"My Virtual Tutor: Reading Adventure Kindergarten to First","DS","2009","Misc","Mentor Interactive",0.25,0,0,0.02,0.27
"6303",6424,"Dynasty Warriors Next","PSV","2011","Action","Tecmo Koei",0.06,0.07,0.11,0.03,0.27
"6304",6425,"Major League Baseball 2K9","Wii","2009","Sports","Take-Two Interactive",0.25,0,0,0.02,0.27
"6305",6426,"Jikkyou Powerful Pro Yakyuu 2010","PS3","2010","Sports","Konami Digital Entertainment",0,0,0.27,0,0.27
"6306",6427,"Operation Armored Liberty","GBA","2003","Action","Majesco Entertainment",0.19,0.07,0,0,0.27
"6307",6428,"Rory McIlroy PGA Tour","XOne","2015","Action","Electronic Arts",0.15,0.09,0,0.02,0.27
"6308",6429,"Dynasty Warriors 7: Xtreme Legends","PS3","2011","Action","Tecmo Koei",0.04,0.05,0.16,0.02,0.27
"6309",6430,"Summer Sports 2: Island Sports Party","Wii","2008","Sports","Ubisoft",0.24,0,0,0.02,0.27
"6310",6431,"Imagine: Fashion Party","Wii","2009","Simulation","Ubisoft",0.25,0,0,0.02,0.27
"6311",6432,"Fish Tycoon","DS","2007","Simulation","Majesco Entertainment",0.24,0,0,0.02,0.27
"6312",6433,"Scene It? Twilight","Wii","2009","Misc","Konami Digital Entertainment",0.16,0.08,0,0.02,0.27
"6313",6434,"And1 Streetball","PS2","2006","Action","Ubisoft",0.13,0.1,0,0.03,0.27
"6314",6435,"Don King Boxing","Wii","2009","Sports","Take-Two Interactive",0.14,0.1,0,0.03,0.27
"6315",6436,"Atelier Ayesha: The Alchemist of Dusk","PS3","2012","Role-Playing","Tecmo Koei",0.06,0.04,0.14,0.02,0.27
"6316",6437,"Angry Birds Trilogy","X360","2012","Action","Activision",0.18,0.06,0,0.02,0.27
"6317",6438,"Dragon Ball Z: Tenkaichi Tag Team","PSP","2010","Fighting","Namco Bandai Games",0.11,0.04,0.09,0.03,0.27
"6318",6440,"ESPN NBA Basketball","XB","2003","Sports","Sega",0.2,0.06,0,0.01,0.27
"6319",6441,"Gallop Racer 2: One and Only Road to Victory","PS","1997","Sports","Tecmo Koei",0,0,0.25,0.02,0.27
"6320",6442,"NBA 07","PS3","2006","Sports","Sony Computer Entertainment",0.24,0,0.01,0.02,0.26
"6321",6443,"Lowrider","PS2","2002","Misc","Pacific Century Cyber Works",0.11,0.09,0.03,0.03,0.26
"6322",6444,"Reload: Target Down","Wii","2010","Shooter","Mastiff",0.25,0,0,0.02,0.26
"6323",6445,"All-Pro Football 2K8","X360","2007","Sports","Take-Two Interactive",0.24,0,0,0.02,0.26
"6324",6446,"Dungeons & Dragons: Eye of the Beholder","GBA","2002","Role-Playing","Atari",0.19,0.07,0,0,0.26
"6325",6447,"The Crew","X360","2014","Racing","Ubisoft",0.06,0.18,0,0.02,0.26
"6326",6448,"Barbie: Jet, Set & Style!","Wii","2011","Misc","THQ",0.23,0.01,0,0.02,0.26
"6327",6449,"Battlestations: Midway","X360","2007","Strategy","Eidos Interactive",0.21,0.02,0,0.02,0.26
"6328",6450,"Rayman DS","DS","2005","Platform","Ubisoft",0.21,0.04,0,0.02,0.26
"6329",6451,"Gundam Breaker","PS3","2013","Action","Namco Bandai Games",0,0,0.26,0,0.26
"6330",6452,"The House of the Dead 2","DC","1998","Shooter","Sega",0,0,0.26,0,0.26
"6331",6453,"Create","Wii","2010","Action","Electronic Arts",0.22,0.03,0,0.02,0.26
"6332",6454,"A.C.E.: Another Century's Episode R","PS3","2010","Simulation","Namco Bandai Games",0,0,0.26,0,0.26
"6333",6455,"Littlest Pet Shop: Friends","Wii","2009","Simulation","Electronic Arts",0.22,0.02,0,0.02,0.26
"6334",6456,"Rune: Viking Warlord","PS2","2001","Action","Take-Two Interactive",0.13,0.1,0,0.03,0.26
"6335",6457,"Panzer Dragoon Orta","XB","2002","Shooter","Sega",0.16,0.05,0.04,0.01,0.26
"6336",6458,"Jikkyou Powerful Pro Yakyuu '99 Ketteiban","PS","1999","Sports","Konami Digital Entertainment",0,0,0.25,0.02,0.26
